Tier;Material Group;Raw material;Processstep;Impactcountry;Environmentalimpactgroup;Indicator unit;Material_ePKI_intensity;Valued_Ekpi_intensity
3.0;Plastic;Plastic - pp;Spinning Weaving and Dyeing;Germany;Land use;ha;1.45197261776e-06;0.0010771029139
3.0;Animal Fibers;Animal Fibers - silk - organic;Spinning Weaving and Dyeing;Germany;Air emissions;kg;0.0138951825786;0.0232413246383
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;Germany;Land use;ha;1.45197261776e-06;0.0010771029139
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Germany;Air emissions;kg;0.0164937743171;0.0269690681927
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Germany;Land use;ha;1.45197261776e-06;0.0010771029139
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;Germany;Air emissions;kg;0.0169667042171;0.028160398308
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Spinning Weaving and Dyeing;Germany;Land use;ha;2.90394523552e-06;0.00215420582781
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;Germany;Air emissions;kg;0.0164937743171;0.0269690681927
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;Germany;Land use;ha;1.45197261776e-06;0.0010771029139
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Spinning Weaving and Dyeing;Germany;Air emissions;kg;0.0164937743171;0.0269690681927
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Germany;Land use;ha;1.36945470235e-08;1.01588944056e-05
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Germany;Air emissions;kg;0.0164937743171;0.0269690681927
3.0;Animal Fibers;Animal Fibers - wool - organic;Washing;Germany;Land use;ha;1.36945470235e-08;1.01588944056e-05
3.0;Synthetic Fibers;Synthetic Fibers - polyester - recycled;Spinning Weaving and Dyeing;Germany;Air emissions;kg;0.0164937743171;0.0269690681927
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Germany;Land use;ha;1.89567e-07;0.000140624668525
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Germany;Air emissions;kg;0.0056680155;0.0106727281136
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Germany;Land use;ha;1.17e-08;8.6792987268e-06
3.0;Paper;Paper - paper and cardboard - uncertified;Processing;Germany;Air emissions;kg;0.00646682852558;0.013323872733
3.0;Metal;Metal - brass - conventional;Processing;Germany;Land use;ha;2.263936e-08;1.67943391815e-05
3.0;Metal;Metal - brass - conventional;Processing;Germany;Air emissions;kg;0.00116293094288;0.00271092770597
3.0;Paper;Paper - paper and cardboard - recycled;Processing;Germany;Land use;ha;9.99283909242e-08;7.41289193265e-05
3.0;Paper;Paper - paper and cardboard - recycled;Processing;Germany;Air emissions;kg;0.00443497969335;0.00913701621553
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB - Metal-free;Greece;Land use;ha;9.7e-09;5.41797429373e-06
4.0;Metal;Metal - brass - conventional;Extraction;Germany;Air emissions;kg;0.6299967743;1.87562609761
3.0;Plant Fibers;Plant Fibers - cotton - recycled;Cotton recycling;Greece;Land use;ha;2.756e-08;1.53937496428e-05
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Greece;Air emissions;kg;0.0056680155;0.00690055601983
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Greece;Land use;ha;1.17e-08;6.53508239553e-06
3.0;Plant Fibers;Plant Fibers - cotton - recycled;Cotton recycling;Greece;Air emissions;kg;0.003226389492;0.00478271795222
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Greece;Land use;ha;0.000775810947483;0.296799224696
3.0;Metal;Metal - silver;Processing;Guatemala;Air emissions;kg;1.47516046773;6.56882737474
3.0;Plant Fibers;Plant Fibers - hemp;Spinning Weaving and Dyeing;Hungary;Land use;ha;1.36421180899e-06;0.000778557713974
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Hungary;Air emissions;kg;0.0133177024738;0.011576926775
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Hungary;Land use;ha;1.36421180899e-06;0.000778557713974
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Spinning Weaving and Dyeing;Hungary;Air emissions;kg;0.0133177024738;0.011576926775
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;India;Land use;ha;3.13151148949e-06;0.00235748469718
3.0;Plant Fibers;Plant Fibers - cotton - recycled;Spinning Weaving and Dyeing;Hungary;Air emissions;kg;0.0137906323738;0.0122885559435
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;India;Land use;ha;3.13151148949e-06;0.00235748469718
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;Hungary;Air emissions;kg;0.0137906323738;0.0122885559435
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Spinning Weaving and Dyeing;India;Land use;ha;3.13151148949e-06;0.00235748469718
3.0;Synthetic Fibers;Synthetic Fibers - polyester - recycled;Spinning Weaving and Dyeing;Hungary;Air emissions;kg;0.0133177024738;0.011576926775
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;India;Land use;ha;4.48088307542e-06;0.00337332732631
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;India;Air emissions;kg;0.0380620191346;0.124029026125
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;India;Land use;ha;4.48088307542e-06;0.00337332732631
3.0;Plant Fibers;Plant Fibers - hemp;Spinning Weaving and Dyeing;India;Air emissions;kg;0.0484725475456;0.155775912244
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Spinning Weaving and Dyeing;India;Land use;ha;4.48088307542e-06;0.00337332732631
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;India;Air emissions;kg;0.0484725475456;0.155775912244
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;India;Land use;ha;3.448505788e-08;2.59612639157e-05
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;India;Air emissions;kg;0.0479996176456;0.153448302234
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB - Metal-free;India;Land use;ha;9.7e-09;7.30241662514e-06
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB;India;Air emissions;kg;0.0195690167275;0.0759337063628
3.0;Other;Other - glass;Processing;India;Land use;ha;8.516e-08;6.411070101e-05
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;India;Air emissions;kg;0.0056680155;0.0269266427652
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL;India;Land use;ha;1.84e-08;1.38520067941e-05
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB;India;Air emissions;kg;0.0056680155;0.0269266427652
3.0;Metal;Metal - titanium;Processing;India;Land use;ha;4.22738684081e-06;0.00318248865435
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB - Metal-free;India;Air emissions;kg;0.016057277092;0.0703466109631
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;India;Land use;ha;9.79156687472e-05;0.0737135059094
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB - Metal-free;India;Air emissions;kg;0.016057277092;0.0703466109631
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;India;Land use;ha;0.00377879882587;2.38129361806
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - WB_FL;India;Air emissions;kg;0.0059560757;0.0283449852336
3.0;Precious skin;Precious skin - snake - wild;Tanning - precious skins;Indonesia;Land use;ha;5.11713684151e-06;0.0110665717124
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - WB_FL - Metal-free;India;Air emissions;kg;0.0192809210872;0.0825402977259
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Indonesia;Land use;ha;2.2104e-07;0.000478031971211
3.0;Metal;Metal - titanium;Processing;India;Air emissions;kg;0.0830789865316;0.496573776722
3.0;Plastic;Plastic - acetal;Processing;Indonesia;Land use;ha;1.03152181073e-06;0.00223081978163
4.0;Metal;Metal - brass - conventional;Extraction;India;Air emissions;kg;1.50484128596;9.863307802
3.0;Plastic;Plastic - pe;Processing;Indonesia;Land use;ha;6.16755258009e-05;0.133382524313
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Dissolving pulp production;Indonesia;Air emissions;kg;0.0179778686134;0.0114687743691
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Indonesia;Land use;ha;0.00377870440626;7.78273597515
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Staple fiber production;Indonesia;Air emissions;kg;0.00897505084864;0.00250775603781
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Iraq;Land use;ha;1.17e-08;5.44111210773e-06
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Indonesia;Air emissions;kg;0.00646393249927;0.000931842431505
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Ireland;Land use;ha;3.09346e-05;0.0217511921507
3.0;Plant Fibers;Plant Fibers - cotton - organic;Ginning;Israel;Air emissions;kg;0.0049711128558;0.00393947311814
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Israel;Land use;ha;1.08509599059e-07;0.000109720277007
3.0;Precious skin;Precious skin - other - farmed;Tanning - precious skins;Italy;Air emissions;kg;0.0344933062;0.0883471510852
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Israel;Land use;ha;1.61703775859e-05;0.0163507959057
3.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.010850639362;0.0256777197866
3.0;Precious skin;Precious skin - snake - farmed;Tanning - precious skins;Italy;Land use;ha;5.1163e-06;0.0033855474514
3.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Washing;Italy;Air emissions;kg;0.00195430161282;0.00453320456707
3.0;Precious skin;Precious skin - snake - wild;Tanning - precious skins;Italy;Land use;ha;5.1163e-06;0.0033855474514
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.010850639362;0.0256777197866
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Spinning Weaving and Dyeing;Italy;Land use;ha;9.20129005203e-07;0.00060886586176
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.010850639362;0.0256777197866
3.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Spinning Weaving and Dyeing;Italy;Land use;ha;9.20129005203e-07;0.00060886586176
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.0134172123695;0.0319329978006
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Italy;Land use;ha;9.20129005203e-07;0.00060886586176
3.0;Plant Fibers;Plant Fibers - cotton - organic;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.0134172123695;0.0319329978006
3.0;Animal Fibers;Animal Fibers - mohair - restorative grazing;Spinning Weaving and Dyeing;Italy;Land use;ha;9.20129005203e-07;0.00060886586176
3.0;Plant Fibers;Plant Fibers - linen - conventional;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.0134172123695;0.0319329978006
3.0;Animal Fibers;Animal Fibers - silk - conventional;Spinning Weaving and Dyeing;Italy;Land use;ha;9.20129005203e-07;0.00060886586176
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.0134172123695;0.0319329978006
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Italy;Land use;ha;9.20129005203e-07;0.00060886586176
3.0;Plastic;Plastic - elastane;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.0129442824695;0.03061636057
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;Italy;Air emissions;kg;0.0129442824695;0.03061636057
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Washing;Italy;Air emissions;kg;0.00267305950619;0.00591122672142
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Fur;Fur - lamb;Tanning - WB_FL;Italy;Air emissions;kg;0.0059560757;0.0209130502298
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Leather;Leather - beef - calf - salpa;Tanning - RH_WB;Italy;Air emissions;kg;9.4436e-06;3.33669438591e-05
3.0;Plant Fibers;Plant Fibers - cotton - recycled;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Leather;Leather - beef - calf - salpa;Tanning - WB_FL;Italy;Air emissions;kg;9.9235e-06;3.48441645122e-05
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Leather;Leather - deer;Tanning - WB_FL;Italy;Air emissions;kg;0.0059560757;0.0209130502298
3.0;Plastic;Plastic - acetate - eyewear;Spinning Weaving and Dyeing;Italy;Land use;ha;2.66991641213e-06;0.00176673156471
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB - Metal-free;Italy;Air emissions;kg;0.0042700124;0.0147826877134
3.0;Plastic;Plastic - elastane;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB - Metal-free;Italy;Air emissions;kg;0.0042700124;0.0147826877134
3.0;Plastic;Plastic - pp;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Leather;Leather - sheep/goat - conventional;Tanning - WB_FL;Italy;Air emissions;kg;0.0059560757;0.0209130502298
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Italy;Land use;ha;1.33495820606e-06;0.000883365782354
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Staple fiber production;Italy;Air emissions;kg;0.00292635204457;0.00908311904196
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Spinning Weaving and Dyeing;Italy;Land use;ha;2.66991641213e-06;0.00176673156471
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Italy;Air emissions;kg;0.0332316327038;0.511531609346
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB;Italy;Land use;ha;5.02785264706e-07;0.000332702025199
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Italy;Air emissions;kg;0.00292635204457;0.00908311904196
3.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Washing;Italy;Land use;ha;2.1499281252e-09;1.42264599124e-06
3.0;Metal;Metal - aluminium;Processing;Italy;Air emissions;kg;0.0201549436721;0.0560969816443
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Italy;Land use;ha;4.6753780395e-09;3.09378148388e-06
3.0;Metal;Metal - cupronickel;Processing;Italy;Air emissions;kg;0.148060837395;0.442295053157
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Washing;Italy;Land use;ha;1.46471712196e-08;9.69229583737e-06
3.0;Metal;Metal - nickel;Processing;Italy;Air emissions;kg;0.166694876306;0.478270813267
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB - Metal-free;Italy;Land use;ha;9.7e-09;6.41866393264e-06
3.0;Metal;Metal - tin;Processing;Italy;Air emissions;kg;0.126796017342;0.484350834188
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Italy;Land use;ha;4.583628e-08;3.03306883755e-05
3.0;Metal;Metal - zamak;Processing;Italy;Air emissions;kg;0.00874671324817;0.0251305646032
3.0;Metal;Metal - gold - 24kt - conventional;Processing;Italy;Land use;ha;8.2569513285e-08;5.46377275111e-05
3.0;Metal;Metal - zinc;Processing;Italy;Air emissions;kg;0.0103471113154;0.0383012419772
3.0;Fur;Fur;Tanning - RH_WB;Italy;Land use;ha;1.17e-08;7.74209979504e-06
3.0;Metal;Metal - zamak - recycled;Processing;Italy;Air emissions;kg;0.0026011313;0.00723242496957
3.0;Fur;Fur;Tanning - WB_FL;Italy;Land use;ha;1.84e-08;1.21756099341e-05
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Processing;Italy;Air emissions;kg;0.0168021837;0.0501783253155
3.0;Fur;Fur - mink;Tanning - WB_FL;Italy;Land use;ha;1.84e-08;1.21756099341e-05
3.0;Plant Fibers;Plant Fibers - linen - conventional;Ginning;Italy;Air emissions;kg;0.00133746112941;0.00354027211015
3.0;Leather;Leather - deer;Tanning - WB_FL;Italy;Land use;ha;1.84e-08;1.21756099341e-05
4.0;Metal;Metal - cupronickel;Extraction;Italy;Air emissions;kg;0.100357812088;0.300069216483
3.0;Leather;Leather - sheep/goat - conventional;Tanning - WB_FL;Italy;Land use;ha;1.84e-08;1.21756099341e-05
4.0;Metal;Metal - nickel;Extraction;Italy;Air emissions;kg;0.113094209058;0.324658708619
3.0;Plastic;Plastic - eva;Processing;Italy;Land use;ha;3.3107e-06;0.00219074955482
4.0;Metal;Metal - palladium - solid;Extraction;Italy;Air emissions;kg;294.782145246;894.156416349
3.0;Plastic;Plastic - pe;Processing;Italy;Land use;ha;1.54673e-05;0.0102349897572
4.0;Metal;Metal - tin;Extraction;Italy;Air emissions;kg;0.0858232717934;0.328814413784
3.0;Metal;Metal - bronze;Processing;Italy;Land use;ha;3.48054e-05;0.0230313572826
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0149077769653;0.0850637547457
3.0;Metal;Metal - neodymium;Processing;Italy;Land use;ha;3.84896735615e-05;0.0254693071616
3.0;Animal Fibers;Animal Fibers - mohair - restorative grazing;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0149077769653;0.0850637547457
3.0;Other;Other - ceramic;Processing;Italy;Land use;ha;6.3505e-06;0.00420223972209
3.0;Animal Fibers;Animal Fibers - silk - conventional;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0149077769653;0.0850637547457
3.0;Plastic;Plastic - elastane;Processing;Italy;Land use;ha;1.54673e-05;0.0102349897572
3.0;Animal Fibers;Animal Fibers - silk - organic;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0149077769653;0.0850637547457
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Italy;Land use;ha;1.54673e-05;0.0102349897572
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0149077769653;0.0850637547457
3.0;Plastic;Plastic - nylon - eyewear;Processing;Italy;Land use;ha;8.2816948736e-06;0.00548014599859
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0149077769653;0.0850637547457
3.0;Metal;Metal - palladium - solid;Processing;Italy;Land use;ha;0.0197131315129;13.0445326022
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0149077769653;0.0850637547457
3.0;Metal;Metal - steel;Processing;Italy;Land use;ha;4.1802e-06;0.002766113296
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0176971988646;0.102445861084
3.0;Metal;Metal - steel - recycled;Processing;Italy;Land use;ha;5.1634e-06;0.00341671436596
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0181701287646;0.104621270075
3.0;Plastic;Plastic - acetal - recycled;Processing;Italy;Land use;ha;8.863478973e-10;5.86512296925e-07
3.0;Plant Fibers;Plant Fibers - linen - conventional;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0181701287646;0.104621270075
3.0;Plastic;Plastic - nylon - eyewear - recycled;Processing;Italy;Land use;ha;2.70368903448e-08;1.7890795145e-05
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0353943977292;0.204891722169
3.0;Plastic;Plastic - polyurethane;Processing;Italy;Land use;ha;1.29417e-05;0.00856375495021
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;Japan;Air emissions;kg;0.0176971988646;0.102445861084
4.0;Plant Fibers;Plant Fibers - linen - conventional;Crop farming;Italy;Land use;ha;5.48930077029e-06;0.00327691830277
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Japan;Air emissions;kg;0.00205157246907;0.00938725401901
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Spinning Weaving and Dyeing;Japan;Land use;ha;1.08619490056e-06;0.000719940335005
3.0;Plant Fibers;Plant Fibers - cotton - recycled;Cotton recycling;Japan;Air emissions;kg;0.002983140304;0.0166066899776
3.0;Animal Fibers;Animal Fibers - silk - conventional;Spinning Weaving and Dyeing;Japan;Land use;ha;1.08619490056e-06;0.000719940335005
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Japan;Air emissions;kg;0.007828423968;0.0625633597146
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Japan;Land use;ha;1.08619490056e-06;0.000719940335005
3.0;Metal;Metal - brass - conventional;Processing;Japan;Air emissions;kg;0.00125468941162;0.00801306200161
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Spinning Weaving and Dyeing;Japan;Land use;ha;1.08619490056e-06;0.000719940335005
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Jordan;Air emissions;kg;0.0056121618;0.00121772180339
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;Japan;Land use;ha;1.54718567418e-06;0.00102548941448
3.0;Plant Fibers;Plant Fibers - linen - conventional;Ginning;Lithuania;Air emissions;kg;0.00133749754796;0.00158292335315
3.0;Plant Fibers;Plant Fibers - hemp;Spinning Weaving and Dyeing;Japan;Land use;ha;1.54718567418e-06;0.00102548941448
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Madagascar;Air emissions;kg;0.0061375030469;0.00576994887201
3.0;Plant Fibers;Plant Fibers - linen - conventional;Spinning Weaving and Dyeing;Japan;Land use;ha;1.54718567418e-06;0.00102548941448
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Washing;Mongolia;Air emissions;kg;0.0132287531422;0.0596898644254
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;Japan;Land use;ha;1.54718567418e-06;0.00102548941448
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Washing;Mongolia;Air emissions;kg;0.00519757112044;0.0231511212875
3.0;Plastic;Plastic - pp;Spinning Weaving and Dyeing;Japan;Land use;ha;1.54718567418e-06;0.00102548941448
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - WB_FL;Morocco;Air emissions;kg;0.0059560757;0.0141955150724
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Japan;Land use;ha;1.54718567418e-06;0.00102548941448
3.0;Metal;Metal - titanium;Processing;Mozambique;Air emissions;kg;0.0373033422;0.0564037579669
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Spinning Weaving and Dyeing;Japan;Land use;ha;3.09437134836e-06;0.00205097882895
4.0;Metal;Metal - titanium;Extraction;Mozambique;Air emissions;kg;0.0246548777;0.0376591834901
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Japan;Land use;ha;1.4059292828e-08;9.31863331645e-06
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB;Nepal;Air emissions;kg;0.0056680155;0.020047427519
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Dissolving pulp production;Japan;Land use;ha;9.69264e-08;6.42437419388e-05
3.0;Fur;Fur;Tanning - RH_WB;New Zealand;Air emissions;kg;0.0056121618;0.0122594143427
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Japan;Land use;ha;4.0037655168e-07;0.000265373395323
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;New Zealand;Air emissions;kg;0.0056680155;0.0124620859428
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Japan;Land use;ha;1.5264e-07;0.000101171247148
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB;Nigeria;Air emissions;kg;0.0129946852932;0.0141603349955
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Japan;Land use;ha;8.2211635608e-08;5.44906558209e-05
3.0;Leather;Leather - goat - conventional;Tanning - WB_FL;Nigeria;Air emissions;kg;0.0059560757;0.00903662768346
3.0;Plastic;Plastic - acetal;Processing;Japan;Land use;ha;2.7705838784e-07;0.000183636940714
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB - Metal-free;Nigeria;Air emissions;kg;0.00989724395089;0.0144782711834
3.0;Plastic;Plastic - pe;Processing;Japan;Land use;ha;1.65655457374e-05;0.0109798016374
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Norway;Air emissions;kg;0.0056680155;0.0171777293745
3.0;Plastic;Plastic - nylon - eyewear;Processing;Japan;Land use;ha;8.42928584013e-06;0.00558701101291
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Paraguay;Air emissions;kg;0.0056121618;0.00825304665536
3.0;Plastic;Plastic - polyurethane;Processing;Japan;Land use;ha;1.38606171258e-05;0.00918694916702
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB;Peru;Air emissions;kg;0.00986107275941;0.0122594499038
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;Kenya;Land use;ha;0.0293704726;9.69076847867
3.0;Metal;Metal - bronze;Processing;Peru;Air emissions;kg;0.0894153451125;0.627047782331
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Lithuania;Land use;ha;9.7308e-08;5.6787655781e-05
3.0;Metal;Metal - copper;Processing;Peru;Air emissions;kg;0.0459408327105;0.128426065067
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;Madagascar;Land use;ha;0.0293704726;17.236409345
3.0;Metal;Metal - nickel;Processing;Peru;Air emissions;kg;0.169406254953;0.574818115327
3.0;Metal;Metal - steel - recycled;Processing;Mauritania;Land use;ha;4.0295536587e-06;0.000307617017723
3.0;Metal;Metal - silver;Processing;Peru;Air emissions;kg;1.22199209438;7.42259799256
3.0;Fur;Fur - lamb;Tanning - RH_WB;Morocco;Land use;ha;1.17e-08;4.54089773943e-06
3.0;Metal;Metal - tin;Processing;Peru;Air emissions;kg;0.22844071572;1.23499318852
3.0;Metal;Metal - titanium;Processing;Mozambique;Land use;ha;5.4169e-06;0.00203187405586
